CUTM1K,Longitude,Latitude,Taxonomic groups,Genus,Species,Confirmed
PG7443,-6.8969276572,41.9222640594,Amphibians,Salamandra,Salamandra salamandra,"1"
PG7443,-6.8969276572,41.9222640594,Amphibians,Triturus,Triturus marmoratus,"1"
PG7543,-6.8848759521,41.9220425937,Flora (vascular plants),Andryala,Andryala integrifolia,"1"
PG7543,-6.8848759521,41.9220425937,Mammals,Capreolus,Capreolus capreolus,"1"
PG7543,-6.8848759521,41.9220425937,Birds,Cyanistes,Cyanistes caeruleus,"1"
PG7543,-6.8848759521,41.9220425937,Birds,Garrulus,Garrulus glandarius,"1"
PG7543,-6.8848759521,41.9220425937,Mammals,Genetta,Genetta genetta,"1"
PG7543,-6.8848759521,41.9220425937,Flora (vascular plants),Hypericum,Hypericum linariifolium,"1"
PG7543,-6.8848759521,41.9220425937,Flora (vascular plants),Hypochaeris,Hypochaeris radicata,"1"
PG7543,-6.8848759521,41.9220425937,Flora (vascular plants),Jasione,Jasione montana,"1"
PG7543,-6.8848759521,41.9220425937,Mammals,Lepus,Lepus granatensis,"1"
PG7543,-6.8848759521,41.9220425937,Flora (vascular plants),Luzula,Luzula lactea,"1"
PG7543,-6.8848759521,41.9220425937,Mammals,Oryctolagus,Oryctolagus cuniculus,"1"
PG7543,-6.8848759521,41.9220425937,Flora (vascular plants),Pterospartum,Pterospartum tridentatum,"1"
PG7543,-6.8848759521,41.9220425937,Flora (vascular plants),Senecio,Senecio sylvaticus,"1"
PG7543,-6.8848759521,41.9220425937,Mammals,Sus,Sus scrofa,"1"
PG7543,-6.8848759521,41.9220425937,Mammals,Vulpes,Vulpes vulpes,"1"
PG7643,-6.8728243825,41.9218198641,Amphibians,Hyla,Hyla molleri,"1"
PG7643,-6.8728243825,41.9218198641,Amphibians,Lissotriton,Lissotriton boscai,"1"
PG7643,-6.8728243825,41.9218198641,Amphibians,Pelophylax,Pelophylax perezi,"1"
PG7643,-6.8728243825,41.9218198641,Amphibians,Salamandra,Salamandra salamandra,"1"
PG7643,-6.8728243825,41.9218198641,Flora (vascular plants),Silene,Silene dioica,"1"
PG7643,-6.8728243825,41.9218198641,Amphibians,Triturus,Triturus marmoratus,"1"
PG7743,-6.8607729494,41.9215958706,Mammals,Capreolus,Capreolus capreolus,"1"
PG7743,-6.8607729494,41.9215958706,Birds,Erithacus,Erithacus rubecula,"1"
PG7743,-6.8607729494,41.9215958706,Birds,Parus,Parus major,"1"
PG7743,-6.8607729494,41.9215958706,Mammals,Vulpes,Vulpes vulpes,"1"
PG7843,-6.8487216533,41.9213706133,Birds,Emberiza,Emberiza cia,"1"
PG7843,-6.8487216533,41.9213706133,Birds,Falco,Falco peregrinus,"1"
PG8043,-6.8246194758,41.9209163071,Amphibians,Lissotriton,Lissotriton boscai,"1"
PG8043,-6.8246194758,41.9209163071,Amphibians,Rana,Rana iberica,"1"
PG8143,-6.8125685959,41.9206872583,Mammals,Canis,Canis lupus,"1"
PG8143,-6.8125685959,41.9206872583,Flora (vascular plants),Echinospartum,Echinospartum ibericum,"1"
PG8143,-6.8125685959,41.9206872583,Birds,Emberiza,Emberiza cia,"1"
PG8143,-6.8125685959,41.9206872583,Reptiles,Podarcis,Podarcis guadarramae,"1"
PG8243,-6.8005178562,41.9204569459,Amphibians,Alytes,Alytes obstetricans,"1"
PG8243,-6.8005178562,41.9204569459,Reptiles,Lacerta,Lacerta schreiberi,"1"
PG8243,-6.8005178562,41.9204569459,Birds,Oenanthe,Oenanthe oenanthe,"1"
PG8243,-6.8005178562,41.9204569459,Amphibians,Rana,Rana iberica,"1"
PG8343,-6.7884672574,41.9202253698,Flora (vascular plants),Asphodelus,Asphodelus albus,"1"
PG8343,-6.7884672574,41.9202253698,Flora (vascular plants),Drosera,Drosera intermedia,"1"
PG8443,-6.7764168005,41.91999253,Reptiles,Blanus,Blanus cinereus,"1"
PG8443,-6.7764168005,41.91999253,Mammals,Capreolus,Capreolus capreolus,"1"
PG8443,-6.7764168005,41.91999253,Mammals,Genetta,Genetta genetta,"1"
PG8443,-6.7764168005,41.91999253,Mammals,Lepus,Lepus granatensis,"1"
PG8443,-6.7764168005,41.91999253,Mammals,Martes,Martes foina,"1"
PG8443,-6.7764168005,41.91999253,Mammals,Martes,Martes martes,"1"
PG8443,-6.7764168005,41.91999253,Mammals,Meles,Meles meles,"1"
PG8443,-6.7764168005,41.91999253,Flora (vascular plants),Quercus,Quercus rotundifolia,"1"
PG8443,-6.7764168005,41.91999253,Mammals,Sciurus,Sciurus vulgaris,"1"
PG8443,-6.7764168005,41.91999253,Mammals,Sus,Sus scrofa,"1"
PG8443,-6.7764168005,41.91999253,Mammals,Vulpes,Vulpes vulpes,"1"
PG8543,-6.7643664861,41.9197584267,Birds,Curruca,Curruca undata,"1"
PG8543,-6.7643664861,41.9197584267,Birds,Gyps,Gyps fulvus,"1"
PG8543,-6.7643664861,41.9197584267,Reptiles,Malpolon,Malpolon monspessulanus,"1"
PG8543,-6.7643664861,41.9197584267,Birds,Streptopelia,Streptopelia turtur,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Aegithalos,Aegithalos caudatus,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Apus,Apus apus,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Carduelis,Carduelis carduelis,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Cecropis,Cecropis daurica,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Certhia,Certhia brachydactyla,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Chloris,Chloris chloris,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Columba,Columba palumbus,"1"
PG8843,-6.7282164057,41.9190485356,Reptiles,Coronella,Coronella girondica,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Cuculus,Cuculus canorus,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Cyanistes,Cyanistes caeruleus,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Dendrocopos,Dendrocopos major,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Emberiza,Emberiza cia,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Erithacus,Erithacus rubecula,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Fringilla,Fringilla coelebs,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Garrulus,Garrulus glandarius,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Hippolais,Hippolais polyglotta,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Hirundo,Hirundo rustica,"1"
PG8843,-6.7282164057,41.9190485356,Amphibians,Lissotriton,Lissotriton boscai,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Lophophanes,Lophophanes cristatus,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Lullula,Lullula arborea,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Luscinia,Luscinia megarhynchos,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Motacilla,Motacilla cinerea,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Oriolus,Oriolus oriolus,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Parus,Parus major,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Passer,Passer domesticus,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Periparus,Periparus ater,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Phoenicurus,Phoenicurus ochruros,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Phylloscopus,Phylloscopus bonelli,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Phylloscopus,Phylloscopus ibericus,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Picus,Picus sharpei,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Picus,Picus viridis,"1"
PG8843,-6.7282164057,41.9190485356,Flora (vascular plants),Pinus,Pinus pinaster,"1"
PG8843,-6.7282164057,41.9190485356,Reptiles,Podarcis,Podarcis guadarramae,"1"
PG8843,-6.7282164057,41.9190485356,Amphibians,Rana,Rana iberica,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Regulus,Regulus ignicapilla,"1"
PG8843,-6.7282164057,41.9190485356,Amphibians,Salamandra,Salamandra salamandra,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Serinus,Serinus serinus,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Sitta,Sitta europaea,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Streptopelia,Streptopelia turtur,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Sylvia,Sylvia atricapilla,"1"
PG8843,-6.7282164057,41.9190485356,Reptiles,Timon,Timon lepidus,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Troglodytes,Troglodytes troglodytes,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Turdus,Turdus merula,"1"
PG8843,-6.7282164057,41.9190485356,Birds,Turdus,Turdus philomelos,"1"
PG9043,-6.704117079,41.9185689577,Amphibians,Alytes,Alytes obstetricans,"1"
PG9043,-6.704117079,41.9185689577,Birds,Corvus,Corvus corone,"1"
PG9043,-6.704117079,41.9185689577,Amphibians,Lissotriton,Lissotriton boscai,"1"
PG9043,-6.704117079,41.9185689577,Amphibians,Rana,Rana iberica,"1"
PG9043,-6.704117079,41.9185689577,Amphibians,Salamandra,Salamandra salamandra,"1"
PG9143,-6.692067636,41.9183272738,Amphibians,Epidalea,Epidalea calamita,"1"
PG9143,-6.692067636,41.9183272738,Reptiles,Psammodromus,Psammodromus algirus,"1"
PG9143,-6.692067636,41.9183272738,Reptiles,Psammodromus,Psammodromus occidentalis,"1"
PG9243,-6.6800183408,41.9180843266,Mammals,Canis,Canis lupus,"1"
PG9243,-6.6800183408,41.9180843266,Amphibians,Epidalea,Epidalea calamita,"1"
PG9243,-6.6800183408,41.9180843266,Amphibians,Lissotriton,Lissotriton boscai,"1"
PG9243,-6.6800183408,41.9180843266,Reptiles,Psammodromus,Psammodromus algirus,"1"
PG9243,-6.6800183408,41.9180843266,Reptiles,Psammodromus,Psammodromus occidentalis,"1"
PG9343,-6.6679691944,41.9178401161,Reptiles,Natrix,Natrix maura,"1"
PG9543,-6.6438713507,41.9173479057,Amphibians,Alytes,Alytes obstetricans,"1"
PG9543,-6.6438713507,41.9173479057,Amphibians,Lissotriton,Lissotriton boscai,"1"
PG9543,-6.6438713507,41.9173479057,Amphibians,Pelophylax,Pelophylax perezi,"1"
PG9543,-6.6438713507,41.9173479057,Amphibians,Salamandra,Salamandra salamandra,"1"
PG9543,-6.6438713507,41.9173479057,Reptiles,Timon,Timon lepidus,"1"
PG9543,-6.6438713507,41.9173479057,Amphibians,Triturus,Triturus marmoratus,"1"
PG9543,-6.6438713507,41.9173479057,Mammals,Vulpes,Vulpes vulpes,"1"
PG9643,-6.631822655,41.9170999057,Birds,Aegithalos,Aegithalos caudatus,"1"
PG9643,-6.631822655,41.9170999057,Birds,Alectoris,Alectoris rufa,"1"
PG9643,-6.631822655,41.9170999057,Amphibians,Alytes,Alytes obstetricans,"1"
PG9643,-6.631822655,41.9170999057,Birds,Buteo,Buteo buteo,"1"
PG9643,-6.631822655,41.9170999057,Birds,Certhia,Certhia brachydactyla,"1"
PG9643,-6.631822655,41.9170999057,Birds,Chloris,Chloris chloris,"1"
PG9643,-6.631822655,41.9170999057,Birds,Circaetus,Circaetus gallicus,"1"
PG9643,-6.631822655,41.9170999057,Birds,Columba,Columba palumbus,"1"
PG9643,-6.631822655,41.9170999057,Birds,Corvus,Corvus corone,"1"
PG9643,-6.631822655,41.9170999057,Birds,Cuculus,Cuculus canorus,"1"
PG9643,-6.631822655,41.9170999057,Birds,Curruca,Curruca cantillans,"1"
PG9643,-6.631822655,41.9170999057,Birds,Curruca,Curruca undata,"1"
PG9643,-6.631822655,41.9170999057,Birds,Cyanistes,Cyanistes caeruleus,"1"
PG9643,-6.631822655,41.9170999057,Birds,Emberiza,Emberiza cia,"1"
PG9643,-6.631822655,41.9170999057,Birds,Erithacus,Erithacus rubecula,"1"
PG9643,-6.631822655,41.9170999057,Birds,Ficedula,Ficedula hypoleuca,"1"
PG9643,-6.631822655,41.9170999057,Birds,Fringilla,Fringilla coelebs,"1"
PG9643,-6.631822655,41.9170999057,Birds,Garrulus,Garrulus glandarius,"1"
PG9643,-6.631822655,41.9170999057,Birds,Hippolais,Hippolais polyglotta,"1"
PG9643,-6.631822655,41.9170999057,Birds,Linaria,Linaria cannabina,"1"
PG9643,-6.631822655,41.9170999057,Amphibians,Lissotriton,Lissotriton boscai,"1"
PG9643,-6.631822655,41.9170999057,Birds,Lophophanes,Lophophanes cristatus,"1"
PG9643,-6.631822655,41.9170999057,Birds,Lullula,Lullula arborea,"1"
PG9643,-6.631822655,41.9170999057,Birds,Luscinia,Luscinia megarhynchos,"1"
PG9643,-6.631822655,41.9170999057,Birds,Parus,Parus major,"1"
PG9643,-6.631822655,41.9170999057,Amphibians,Pelophylax,Pelophylax perezi,"1"
PG9643,-6.631822655,41.9170999057,Birds,Periparus,Periparus ater,"1"
PG9643,-6.631822655,41.9170999057,Birds,Phylloscopus,Phylloscopus bonelli,"1"
PG9643,-6.631822655,41.9170999057,Birds,Phylloscopus,Phylloscopus ibericus,"1"
PG9643,-6.631822655,41.9170999057,Birds,Picus,Picus sharpei,"1"
PG9643,-6.631822655,41.9170999057,Birds,Picus,Picus viridis,"1"
PG9643,-6.631822655,41.9170999057,Birds,Prunella,Prunella modularis,"1"
PG9643,-6.631822655,41.9170999057,Birds,Regulus,Regulus ignicapilla,"1"
PG9643,-6.631822655,41.9170999057,Amphibians,Salamandra,Salamandra salamandra,"1"
PG9643,-6.631822655,41.9170999057,Birds,Saxicola,Saxicola rubicola,"1"
PG9643,-6.631822655,41.9170999057,Birds,Serinus,Serinus serinus,"1"
PG9643,-6.631822655,41.9170999057,Birds,Sylvia,Sylvia atricapilla,"1"
PG9643,-6.631822655,41.9170999057,Birds,Troglodytes,Troglodytes troglodytes,"1"
PG9643,-6.631822655,41.9170999057,Birds,Turdus,Turdus merula,"1"
PG9743,-6.619774111,41.9168506428,Birds,Aquila,Aquila chrysaetos,"1"
PG9743,-6.619774111,41.9168506428,Flora (vascular plants),Drosera,Drosera rotundifolia,"1"
PG9743,-6.619774111,41.9168506428,Flora (vascular plants),Erica,Erica tetralix,"1"
PG9743,-6.619774111,41.9168506428,Flora (vascular plants),Lobelia,Lobelia urens,"1"
PG9743,-6.619774111,41.9168506428,Flora (vascular plants),Quercus,Quercus pyrenaica,"1"
PG9743,-6.619774111,41.9168506428,Flora (vascular plants),Symphyotrichum,Symphyotrichum lanceolatum,"1"
PG9743,-6.619774111,41.9168506428,Flora (vascular plants),Wahlenbergia,Wahlenbergia hederacea,"1"
PG9843,-6.6077257196,41.9166001168,Amphibians,Alytes,Alytes obstetricans,"1"
PG9943,-6.5956774815,41.9163483278,Mammals,Canis,Canis lupus,"1"
PG9943,-6.5956774815,41.9163483278,Mammals,Capreolus,Capreolus capreolus,"1"
PG9943,-6.5956774815,41.9163483278,Mammals,Cervus,Cervus elaphus,"1"
PG9943,-6.5956774815,41.9163483278,Mammals,Felis,Felis silvestris,"1"
PG9943,-6.5956774815,41.9163483278,Mammals,Lepus,Lepus granatensis,"1"
PG9943,-6.5956774815,41.9163483278,Amphibians,Lissotriton,Lissotriton boscai,"1"
PG9943,-6.5956774815,41.9163483278,Reptiles,Malpolon,Malpolon monspessulanus,"1"
PG9943,-6.5956774815,41.9163483278,Amphibians,Pelophylax,Pelophylax perezi,"1"
PG9943,-6.5956774815,41.9163483278,Reptiles,Podarcis,Podarcis guadarramae,"1"
PG9943,-6.5956774815,41.9163483278,Reptiles,Psammodromus,Psammodromus algirus,"1"
PG9943,-6.5956774815,41.9163483278,Mammals,Sus,Sus scrofa,"1"
PG9943,-6.5956774815,41.9163483278,Amphibians,Triturus,Triturus marmoratus,"1"
PG9943,-6.5956774815,41.9163483278,Mammals,Vulpes,Vulpes vulpes,"1"
QG0043,-6.5836293974,41.916095276,Mammals,Canis,Canis lupus,"1"
QG0043,-6.5836293974,41.916095276,Mammals,Cervus,Cervus elaphus,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Achillea,Achillea millefolium,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Adenocarpus,Adenocarpus complicatus,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Aegithalos,Aegithalos caudatus,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Aegypius,Aegypius monachus,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Agrostis,Agrostis castellana,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Agrostis,Agrostis truncatula,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Alcedo,Alcedo atthis,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Alnus,Alnus glutinosa,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Anarrhinum,Anarrhinum bellidifolium,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Andryala,Andryala integrifolia,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Anthoxanthum,Anthoxanthum aristatum,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Anthus,Anthus campestris,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Anthus,Anthus trivialis,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Apus,Apus apus,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Arenaria,Arenaria montana,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Arrhenatherum,Arrhenatherum elatius,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Asplenium,Asplenium billotii,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Avenula,Avenula sulcata,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Bromus,Bromus diandrus,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Bromus,Bromus hordeaceus,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Bromus,Bromus madritensis,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Bromus,Bromus sterilis,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Bryonia,Bryonia dioica,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Bunias,Bunias erucago,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Buteo,Buteo buteo,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Campanula,Campanula lusitanica,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Campanula,Campanula rapunculus,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Carduelis,Carduelis carduelis,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Carex,Carex leporina,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Cecropis,Cecropis daurica,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Centaurea,Centaurea aristata,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Centranthus,Centranthus calcitrapae,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Certhia,Certhia brachydactyla,"1"
QG0143,-6.5715814682,41.9158409612,Mammals,Cervus,Cervus elaphus,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Chaerophyllum,Chaerophyllum temulum,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Chelidonium,Chelidonium majus,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Chenopodium,Chenopodium album,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Chondrilla,Chondrilla juncea,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Circus,Circus pygargus,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Cistus,Cistus ladanifer,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Clamator,Clamator glandarius,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Clinopodium,Clinopodium vulgare,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Columba,Columba palumbus,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Conium,Conium maculatum,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Conopodium,Conopodium majus,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Corvus,Corvus corax,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Corvus,Corvus corone,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Crepis,Crepis capillaris,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Crucianella,Crucianella angustifolia,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Cruciata,Cruciata pedemontana,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Cuculus,Cuculus canorus,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Curruca,Curruca undata,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Cyanistes,Cyanistes caeruleus,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Cytisus,Cytisus scoparius,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Cytisus,Cytisus striatus,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Daucus,Daucus carota,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Delichon,Delichon urbicum,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Dendrocopos,Dendrocopos major,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Digitalis,Digitalis purpurea,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Dryobates,Dryobates minor,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Elanus,Elanus caeruleus,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Emberiza,Emberiza cia,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Epilobium,Epilobium obscurum,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Erica,Erica australis,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Erithacus,Erithacus rubecula,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Erysimum,Erysimum linifolium,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Festuca,Festuca arundinacea,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Festuca,Festuca elegans,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Ficedula,Ficedula hypoleuca,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Fraxinus,Fraxinus angustifolia,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Fringilla,Fringilla coelebs,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Fumaria,Fumaria muralis,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Galerida,Galerida theklae,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Galium,Galium aparine,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Galium,Galium palustre,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Garrulus,Garrulus glandarius,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Genista,Genista falcata,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Geranium,Geranium lucidum,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Geranium,Geranium purpureum,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Geranium,Geranium pyrenaicum,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Gyps,Gyps fulvus,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Halimium,Halimium lasianthum,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Halimium,Halimium umbellatum,"1"
QG0143,-6.5715814682,41.9158409612,Flora (vascular plants),Helichrysum,Helichrysum stoechas,"1"
QG0143,-6.5715814682,41.9158409612,Birds,Hippolais,Hippolais polyglotta,"1"
