CUTM1K,Longitude,Latitude,Taxonomic groups,Genus,Species,Confirmed
PG6335,-7.0317177875,41.8526055242,Birds,Certhia,Certhia brachydactyla,"1"
PG6335,-7.0317177875,41.8526055242,Birds,Columba,Columba palumbus,"1"
PG6335,-7.0317177875,41.8526055242,Birds,Cuculus,Cuculus canorus,"1"
PG6335,-7.0317177875,41.8526055242,Birds,Cyanistes,Cyanistes caeruleus,"1"
PG6335,-7.0317177875,41.8526055242,Birds,Dendrocopos,Dendrocopos major,"1"
PG6335,-7.0317177875,41.8526055242,Birds,Emberiza,Emberiza calandra,"1"
PG6335,-7.0317177875,41.8526055242,Birds,Erithacus,Erithacus rubecula,"1"
PG6335,-7.0317177875,41.8526055242,Birds,Fringilla,Fringilla coelebs,"1"
PG6335,-7.0317177875,41.8526055242,Birds,Garrulus,Garrulus glandarius,"1"
PG6335,-7.0317177875,41.8526055242,Birds,Linaria,Linaria cannabina,"1"
PG6335,-7.0317177875,41.8526055242,Amphibians,Lissotriton,Lissotriton boscai,"1"
PG6335,-7.0317177875,41.8526055242,Birds,Luscinia,Luscinia megarhynchos,"1"
PG6335,-7.0317177875,41.8526055242,Birds,Merops,Merops apiaster,"1"
PG6335,-7.0317177875,41.8526055242,Reptiles,Natrix,Natrix maura,"1"
PG6335,-7.0317177875,41.8526055242,Birds,Oriolus,Oriolus oriolus,"1"
PG6335,-7.0317177875,41.8526055242,Birds,Parus,Parus major,"1"
PG6335,-7.0317177875,41.8526055242,Amphibians,Pelophylax,Pelophylax perezi,"1"
PG6335,-7.0317177875,41.8526055242,Birds,Phylloscopus,Phylloscopus bonelli,"1"
PG6335,-7.0317177875,41.8526055242,Birds,Phylloscopus,Phylloscopus ibericus,"1"
PG6335,-7.0317177875,41.8526055242,Birds,Picus,Picus sharpei,"1"
PG6335,-7.0317177875,41.8526055242,Birds,Picus,Picus viridis,"1"
PG6335,-7.0317177875,41.8526055242,Birds,Serinus,Serinus serinus,"1"
PG6335,-7.0317177875,41.8526055242,Birds,Sitta,Sitta europaea,"1"
PG6335,-7.0317177875,41.8526055242,Birds,Streptopelia,Streptopelia turtur,"1"
PG6335,-7.0317177875,41.8526055242,Birds,Sturnus,Sturnus unicolor,"1"
PG6335,-7.0317177875,41.8526055242,Birds,Sylvia,Sylvia atricapilla,"1"
PG6335,-7.0317177875,41.8526055242,Birds,Troglodytes,Troglodytes troglodytes,"1"
PG6335,-7.0317177875,41.8526055242,Birds,Turdus,Turdus merula,"1"
PG6335,-7.0317177875,41.8526055242,Birds,Turdus,Turdus philomelos,"1"
PG6335,-7.0317177875,41.8526055242,Birds,Turdus,Turdus viscivorus,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Aegithalos,Aegithalos caudatus,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Agrimonia,Agrimonia eupatoria,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Alnus,Alnus glutinosa,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Amaranthus,Amaranthus hybridus,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Amaranthus,Amaranthus retroflexus,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Amelanchier,Amelanchier ovalis,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Ammi,Ammi majus,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Anagallis,Anagallis arvensis,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Anthyllis,Anthyllis vulneraria,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Apus,Apus apus,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Bryonia,Bryonia dioica,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Buteo,Buteo buteo,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Campanula,Campanula rapunculus,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Carduelis,Carduelis carduelis,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Castanea,Castanea sativa,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Cecropis,Cecropis daurica,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Certhia,Certhia brachydactyla,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Chaerophyllum,Chaerophyllum temulum,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Chelidonium,Chelidonium majus,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Chloris,Chloris chloris,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Ciconia,Ciconia ciconia,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Cirsium,Cirsium arvense,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Clinopodium,Clinopodium vulgare,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Columba,Columba livia,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Columba,Columba palumbus,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Conium,Conium maculatum,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Convolvulus,Convolvulus arvensis,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Corvus,Corvus corax,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Corvus,Corvus corone,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Cyanistes,Cyanistes caeruleus,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Cymbalaria,Cymbalaria muralis,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Delichon,Delichon urbicum,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Dendrocopos,Dendrocopos major,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Digitalis,Digitalis purpurea,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Emberiza,Emberiza calandra,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Emberiza,Emberiza cia,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Emberiza,Emberiza cirlus,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Epilobium,Epilobium hirsutum,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Equisetum,Equisetum arvense,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Erithacus,Erithacus rubecula,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Falco,Falco subbuteo,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Filago,Filago pyramidata,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Filipendula,Filipendula ulmaria,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Fringilla,Fringilla coelebs,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Galium,Galium aparine,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Garrulus,Garrulus glandarius,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Geranium,Geranium lucidum,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Geranium,Geranium robertianum,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Heracleum,Heracleum sphondylium,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Hieraaetus,Hieraaetus pennatus,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Hippolais,Hippolais polyglotta,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Hirundo,Hirundo rustica,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Lanius,Lanius meridionalis,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Lapsana,Lapsana communis,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Lathyrus,Lathyrus niger,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Linaria,Linaria cannabina,"1"
PG6435,-7.0196781543,41.8523984854,Amphibians,Lissotriton,Lissotriton boscai,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Lonicera,Lonicera periclymenum,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Lotus,Lotus pedunculatus,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Lullula,Lullula arborea,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Lythrum,Lythrum salicaria,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Malva,Malva sylvestris,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Mentha,Mentha suaveolens,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Misopates,Misopates orontium,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Motacilla,Motacilla alba,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Myosotis,Myosotis ramosissima,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Oenanthe,Oenanthe crocata,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Oriolus,Oriolus oriolus,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Parus,Parus major,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Passer,Passer domesticus,"1"
PG6435,-7.0196781543,41.8523984854,Amphibians,Pelophylax,Pelophylax perezi,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Pernis,Pernis apivorus,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Petronia,Petronia petronia,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Peucedanum,Peucedanum gallicum,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Phoenicurus,Phoenicurus ochruros,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Phylloscopus,Phylloscopus bonelli,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Phylloscopus,Phylloscopus ibericus,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Plantago,Plantago major,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Polygonum,Polygonum aviculare,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Potentilla,Potentilla reptans,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Primula,Primula acaulis,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Prunella,Prunella vulgaris,"1"
PG6435,-7.0196781543,41.8523984854,Reptiles,Psammodromus,Psammodromus algirus,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Regulus,Regulus ignicapilla,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Rubus,Rubus lainzii,"1"
PG6435,-7.0196781543,41.8523984854,Amphibians,Salamandra,Salamandra salamandra,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Sambucus,Sambucus nigra,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Saxicola,Saxicola rubicola,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Serinus,Serinus serinus,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Sitta,Sitta europaea,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Stachys,Stachys sylvatica,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Streptopelia,Streptopelia turtur,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Strix,Strix aluco,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Sturnus,Sturnus unicolor,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Sylvia,Sylvia atricapilla,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Tamus,Tamus communis,"1"
PG6435,-7.0196781543,41.8523984854,Reptiles,Timon,Timon lepidus,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Tordylium,Tordylium maximum,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Tragopogon,Tragopogon crocifolius,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Tragopogon,Tragopogon dubius,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Trifolium,Trifolium pratense,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Trifolium,Trifolium repens,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Troglodytes,Troglodytes troglodytes,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Turdus,Turdus merula,"1"
PG6435,-7.0196781543,41.8523984854,Birds,Turdus,Turdus philomelos,"1"
PG6435,-7.0196781543,41.8523984854,Flora (vascular plants),Veronica,Veronica anagallis-aquatica,"1"
PG6435,-7.0196781543,41.8523984854,Reptiles,Zamenis,Zamenis scalaris,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Aegithalos,Aegithalos caudatus,"1"
PG6535,-7.0076386476,41.8521901853,Amphibians,Alytes,Alytes obstetricans,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Apus,Apus apus,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Buteo,Buteo buteo,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Carduelis,Carduelis carduelis,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Certhia,Certhia brachydactyla,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Ciconia,Ciconia ciconia,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Columba,Columba livia,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Corvus,Corvus corone,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Cuculus,Cuculus canorus,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Curruca,Curruca undata,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Cyanistes,Cyanistes caeruleus,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Delichon,Delichon urbicum,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Emberiza,Emberiza cirlus,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Erithacus,Erithacus rubecula,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Fringilla,Fringilla coelebs,"1"
PG6535,-7.0076386476,41.8521901853,Flora (vascular plants),Galium,Galium glaucum,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Garrulus,Garrulus glandarius,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Hieraaetus,Hieraaetus pennatus,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Hirundo,Hirundo rustica,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Lanius,Lanius meridionalis,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Lophophanes,Lophophanes cristatus,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Lullula,Lullula arborea,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Merops,Merops apiaster,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Milvus,Milvus migrans,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Motacilla,Motacilla alba,"1"
PG6535,-7.0076386476,41.8521901853,Reptiles,Natrix,Natrix astreptophora,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Oriolus,Oriolus oriolus,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Otus,Otus scops,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Parus,Parus major,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Passer,Passer domesticus,"1"
PG6535,-7.0076386476,41.8521901853,Amphibians,Pelophylax,Pelophylax perezi,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Phoenicurus,Phoenicurus ochruros,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Phylloscopus,Phylloscopus bonelli,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Phylloscopus,Phylloscopus collybita,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Phylloscopus,Phylloscopus ibericus,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Picus,Picus sharpei,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Picus,Picus viridis,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Regulus,Regulus ignicapilla,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Saxicola,Saxicola rubicola,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Serinus,Serinus serinus,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Sitta,Sitta europaea,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Streptopelia,Streptopelia turtur,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Strix,Strix aluco,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Sylvia,Sylvia atricapilla,"1"
PG6535,-7.0076386476,41.8521901853,Amphibians,Triturus,Triturus marmoratus,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Troglodytes,Troglodytes troglodytes,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Turdus,Turdus merula,"1"
PG6535,-7.0076386476,41.8521901853,Birds,Turdus,Turdus viscivorus,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Achillea,Achillea millefolium,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Acinos,Acinos alpinus,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Andryala,Andryala integrifolia,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Arenaria,Arenaria montana,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Campanula,Campanula rapunculus,"1"
PG6635,-6.9955992684,41.8519806241,Birds,Carduelis,Carduelis carduelis,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Carduus,Carduus carpetanus,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Centaurea,Centaurea nigra,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Chamaemelum,Chamaemelum nobile,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Cirsium,Cirsium arvense,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Cirsium,Cirsium vulgare,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Cistus,Cistus psilosepalus,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Clinopodium,Clinopodium vulgare,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Cruciata,Cruciata glabra,"1"
PG6635,-6.9955992684,41.8519806241,Birds,Curruca,Curruca conspicillata,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Daphne,Daphne gnidium,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Digitalis,Digitalis purpurea,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Erythronium,Erythronium dens-canis,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Filipendula,Filipendula vulgaris,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Galium,Galium lucidum,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Genista,Genista falcata,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Geranium,Geranium sanguineum,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Geum,Geum sylvaticum,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Helleborus,Helleborus foetidus,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Holcus,Holcus lanatus,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Hypericum,Hypericum humifusum,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Hypochaeris,Hypochaeris radicata,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Inula,Inula salicina,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Jasione,Jasione montana,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Laserpitium,Laserpitium eliasii,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Lathyrus,Lathyrus linifolius,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Lathyrus,Lathyrus niger,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Lilium,Lilium martagon,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Lycopus,Lycopus europaeus,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Ornithogalum,Ornithogalum pyrenaicum,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Papaver,Papaver rhoeas,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Picris,Picris hieracioides,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Polygala,Polygala vulgaris,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Potentilla,Potentilla erecta,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Potentilla,Potentilla reptans,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Potentilla,Potentilla sterilis,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Prunella,Prunella grandiflora,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Prunella,Prunella laciniata,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Prunella,Prunella vulgaris,"1"
PG6635,-6.9955992684,41.8519806241,Reptiles,Psammodromus,Psammodromus algirus,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Pteridium,Pteridium aquilinum,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Pulmonaria,Pulmonaria longifolia,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Quercus,Quercus pyrenaica,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Scabiosa,Scabiosa columbaria,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Sedum,Sedum forsterianum,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Tanacetum,Tanacetum corymbosum,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Thesium,Thesium humifusum,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Trifolium,Trifolium medium,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Trifolium,Trifolium pratense,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Verbena,Verbena officinalis,"1"
PG6635,-6.9955992684,41.8519806241,Flora (vascular plants),Viola,Viola riviniana,"1"
PG6735,-6.9835600173,41.8517698017,Flora (vascular plants),Arenaria,Arenaria montana,"1"
PG6735,-6.9835600173,41.8517698017,Flora (vascular plants),Campanula,Campanula rapunculus,"1"
PG6735,-6.9835600173,41.8517698017,Flora (vascular plants),Chamaemelum,Chamaemelum nobile,"1"
PG6735,-6.9835600173,41.8517698017,Flora (vascular plants),Halimium,Halimium umbellatum,"1"
PG6735,-6.9835600173,41.8517698017,Flora (vascular plants),Helianthemum,Helianthemum apenninum,"1"
PG6735,-6.9835600173,41.8517698017,Flora (vascular plants),Hypericum,Hypericum humifusum,"1"
PG6735,-6.9835600173,41.8517698017,Flora (vascular plants),Hypericum,Hypericum perforatum,"1"
PG6735,-6.9835600173,41.8517698017,Flora (vascular plants),Lathyrus,Lathyrus linifolius,"1"
PG6735,-6.9835600173,41.8517698017,Flora (vascular plants),Lavandula,Lavandula pedunculata,"1"
PG6735,-6.9835600173,41.8517698017,Flora (vascular plants),Linum,Linum catharticum,"1"
PG6735,-6.9835600173,41.8517698017,Flora (vascular plants),Prunella,Prunella grandiflora,"1"
PG6735,-6.9835600173,41.8517698017,Flora (vascular plants),Thesium,Thesium pyrenaicum,"1"
PG6735,-6.9835600173,41.8517698017,Flora (vascular plants),Trifolium,Trifolium leucanthum,"1"
PG6735,-6.9835600173,41.8517698017,Flora (vascular plants),Trifolium,Trifolium scabrum,"1"
PG6735,-6.9835600173,41.8517698017,Flora (vascular plants),Tuberaria,Tuberaria lignosa,"1"
PG6735,-6.9835600173,41.8517698017,Flora (vascular plants),Vicia,Vicia tenuifolia,"1"
PG6735,-6.9835600173,41.8517698017,Flora (vascular plants),Viola,Viola hirta,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Acinos,Acinos alpinus,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Aira,Aira caryophyllea,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Ajuga,Ajuga pyramidalis,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Anthemis,Anthemis arvensis,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Anthoxanthum,Anthoxanthum odoratum,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Arctium,Arctium minus,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Arrhenatherum,Arrhenatherum elatius,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Athyrium,Athyrium filix-femina,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Avena,Avena barbata,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Avenula,Avenula sulcata,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Brachypodium,Brachypodium rupestre,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Brachypodium,Brachypodium sylvaticum,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Briza,Briza media,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Bromus,Bromus diandrus,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Bromus,Bromus hordeaceus,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Bromus,Bromus sterilis,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Bryonia,Bryonia dioica,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Bunias,Bunias erucago,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Carex,Carex binervis,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Carex,Carex caryophyllea,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Carex,Carex flacca,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Carex,Carex hirta,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Carex,Carex leporina,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Carex,Carex muricata,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Centaurea,Centaurea cyanus,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Centranthus,Centranthus calcitrapae,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Cerastium,Cerastium fontanum,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Cirsium,Cirsium palustre,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Convolvulus,Convolvulus arvensis,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Cynosurus,Cynosurus cristatus,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Cytisus,Cytisus striatus,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Dactylorhiza,Dactylorhiza elata,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Danthonia,Danthonia decumbens,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Daphne,Daphne gnidium,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Erysimum,Erysimum linifolium,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Festuca,Festuca arundinacea,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Festuca,Festuca nigrescens,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Filipendula,Filipendula ulmaria,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Frangula,Frangula alnus,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Galium,Galium debile,"1"
